,Train,Test,P value,Train GA,Test GA,P value GA
0,0.9695207892882312,0.20606060606060606,0.0,0.6104651162790697,0.9575757575757575,0.994
1,0.9531442663378545,0.9573170731707317,0.0,0.9607186894486525,0.9817073170731707,0.007
2,0.9589499647639183,0.7090909090909091,0.0,0.6301973220577872,1.0,0.0
3,0.9535129424194401,0.5185185185185185,0.0,0.655220989610847,1.0,0.962
4,0.9505194576509949,0.8765432098765432,0.0,0.6964254270117979,0.9753086419753086,0.0
5,0.9564834390415786,0.9939393939393939,0.0,0.6326638477801269,1.0,0.008
6,0.9533286368439592,0.27607361963190186,0.151,0.4876717153927439,0.9877300613496932,0.0
7,0.9592195464932326,0.94,0.0,0.519950782211285,1.0,0.74
8,0.9621278844460102,0.5060975609756098,0.007,0.7384181786154659,0.8048780487804879,1.0
9,0.9598450158506516,0.4171779141104294,0.0,0.5338147234941881,0.9815950920245399,0.0
10,0.9570195525805884,1.0,0.057,0.49233750220186717,1.0,0.108
11,0.9577613516367476,0.2721518987341772,0.0,0.6444913762759592,0.2848101265822785,0.018
12,0.9556025369978859,1.0,0.054,0.959830866807611,1.0,0.0
13,0.9568661971830986,0.83125,0.007,0.6066901408450704,1.0,0.0
14,0.9591261451726568,0.7212121212121212,0.001,0.8333333333333334,1.0,0.0
15,0.9528002817893625,1.0,0.0,0.5200774920746741,1.0,0.059
16,0.9492600422832981,1.0,0.0,0.6472868217054264,1.0,0.991
17,0.9538407329105003,0.9757575757575757,0.002,0.8345665961945031,0.9939393939393939,0.0
18,0.9575405214940098,0.896969696969697,0.001,0.7914023960535589,0.34545454545454546,0.088
19,0.9537198742577716,1.0,0.0,0.49511002444987773,1.0,0.0
20,0.9511251758087201,0.881578947368421,0.0,0.9437412095639943,0.993421052631579,0.001
21,0.9538407329105003,0.6242424242424243,0.0,0.8414376321353065,0.8848484848484849,0.0
22,0.9545454545454546,0.21818181818181817,0.0,0.8851303735024665,0.34545454545454546,0.0
23,0.956338028169014,0.48125,0.0,0.8262323943661972,0.95,0.0
24,0.9575480007045974,0.6524390243902439,0.0,0.9462744407257354,0.9207317073170732,0.0
25,0.9645939756913863,0.2073170731707317,0.0,0.6695437731196054,0.8048780487804879,0.014
26,0.9545454545454546,1.0,0.0,0.9420366455250176,0.9939393939393939,0.0
27,0.9511980267794221,0.9515151515151515,0.0,0.7464763918252291,0.8424242424242424,0.024
28,0.9552501761804087,1.0,0.0,0.948907681465821,1.0,0.001
29,0.9612403100775194,0.6424242424242425,0.0,0.9053911205073996,0.7878787878787878,0.0
30,0.9589499647639183,0.23636363636363636,0.0,0.6742424242424242,0.9272727272727272,0.027
31,0.954369274136716,1.0,0.0,0.6925651867512332,1.0,0.998
32,0.9513913349771046,1.0,0.0,0.9499823881648468,1.0,0.0
33,0.9529598308668076,0.9030303030303031,0.0,0.4929527836504581,1.0,0.096
34,0.9515759816869167,0.7222222222222222,0.0,0.6964254270117979,0.8888888888888888,0.121
35,0.9533121916842847,1.0,0.0,0.9517265680056378,1.0,0.0
36,0.9540169133192389,1.0,0.0,0.9143763213530656,1.0,0.976
37,0.9554499031519633,0.7160493827160493,0.0,0.5731642894875858,1.0,0.0
38,0.9605425400739828,0.7378048780487805,0.0,0.9261934120133873,0.823170731707317,0.0
39,0.9568434032059187,0.8048780487804879,0.0,0.9321824907521579,0.8841463414634146,0.0
